,text,human_wrote
1556,"['Studying', 'exams', '...', 'ahhh', '.']",1
1557,"['still', 'computer', '...']",1
1558,"['Imma', 'different', '...', 'love', 'Mondays']",1
1559,"['returned', 'harp', 'months', 'ago', 'cause', 'knew', ""i'd"", 'leaving', 'went', 'downstairs', 'play', 'morning', 'remembered', 'gone']",1
1560,"['@xraytid', 'Watching', 'Gottis', 'Ways', '.', 'bored', 'life']",1
1561,"['@fleurdelis101', ""I'm"", 'sure', 'hip', '""', 'hot', 'yoga', '""', 'air-conditionless', 'night', 'GL', '!', 'cool', 'car', '/', 'C']",1
1562,"['@nicole85', 'Never', 'yet', '.', 'probably', 'drop', 'work', 'someday', '.', 'Wanna', 'join', '?', 'Since', 'live', 'near', 'ha', '!']",1
1563,"['@fonhiew', 'cat', 'got', 'exam', 'result', 'uni', '?']",1
1564,"['wants', 'rain', 'go', 'away', '...', 'supposed', 'dive', 'meet', 'l8tr', '2day']",1
1565,"['@micahk', 'haha', '...', 'makes', 'laugh', '.', 'much', 'think', '...', 'awe', 'shit', ',', 'miss']",1
1566,"['@wring', 'yup', ',', 'course', ""he's"", 'owl', '!', 'Carl', 'designed', 'characters', 'found', 'issue', 'came']",1
1567,"['Soccer', 'rain', '.', 'Last', 'game', 'season', '.', 'Vipers', 'lose']",1
1568,"['gawrjus', '#pussy', 'lovers', 'two', 'funniest', 'gals', 'ever', '!', '@glasgowlassy', '@karen230683', '#followfriday']",1
1569,"['Waiting', 'line', '4', 'hours', '<', 'autograph', '/', 'photo', 'op', '10', '.', '.', '=', 'massive', 'suckage', '.', 'Rob', 'Drydek', 'FAIL', '.']",1
1570,"['@mitchelmusso', 'http://twitpic.com/7hxfj', '-', '!', '!', '!']",1
1571,"['@RoryWallace', 'True', 'shoot', 'much', 'way', 'moving', 'targets', '!', '!']",1
1572,"['Ive', 'come', 'back', 'dofe', 'walk', 'im', 'cold', 'wet']",1
1573,"['@petscribbles', '@Teddy_Salad', 'got', 'yelled', 'spamming', 'yesterday', 'u', 'want', 'leave', 'tweeps', 'yr', 'list']",1
1574,"['Uploaded', '#Gravity', '5510', ':', '""', 'Return', 'Follow', 'Button', '""', '.', 'notice', 'missing', 'Search', 'section', 'last', '2', 'weeks']",1
1575,"['exams', 'gonna', 'hard', 'tomorrow', '...', 'really', 'wish', 'pass', '...']",1
1576,"['@MzAnnieBannie', ':/', 'see', 'knew', 'something', 'wrong', ',', 'say', 'anything', '?']",1
1577,"['@johnhayato', 'hey', 'count', 'us', '...', 'udon', 'menu', '(', ""sushi's"", 'plus', '?', '?']",1
1578,"['Meeting', 'time', 'pt', '.', '2', 'haha', 'hmmm', 'aggressive', 'much', '?', 'Hahah', 'daa', 'welll']",1
1579,"['@xFreshToDeathx', 'Haha', 'felt', 'like', 'idiot', '!', 'well', 'worth']",1
1580,"['never', 'felt', 'lonely']",1
1581,"['able', 'bring', 'new', 'life', 'world', 'joy', 'beyond', 'belief', '!', 'love', 'kids']",1
1582,"['beer', 'girl', 'scout', 'thin', 'mints', '...', 'food', 'kings', 'queens', '.']",1
1583,"['Eeks', 'cold']",1
1584,"['@PavApple', 'bad', 'Eat', 'Drink', 'Wary', 'horrible', 'health', 'inspection', 'month', 'ago', '.']",1
1585,"['seven', 'dances', '.']",1
1586,"['cvs', ',', 'mall', ',', 'stop', '&', 'shop', ',', 'wal-mart', ',', '&', 'cleaning', '.', 'txt', 'cause', ""i'll"", 'bored']",1
1587,['@Irishcreamy'],1
1588,"['Husband', 'brother-in-law', 'went', 'gym', '7:30', '.', '?', 'Still', 'bed', '.']",1
1589,"['@NickkkJonasss', 'Omg', 'Nick', '!', 'amazing', '!', 'absoultely', 'â', '\x99', '¥', ',', 'brothers', '&', 'music', '!', 'best', 'luck', 'tour', '!']",1
1590,"['sore', 'throat']",1
1591,"['@Bekah96', 'Bekah', '!', ""I'm"", 'happy', 'got', 'Twitter', '!', 'REALLY', 'wanna', 'see', '.', 'coming', 'Alabama', 'summer', '?', 'HI', '!', '!', '!']",1
1592,"[""i'm"", 'witch', '.', 'bakit', 'sya', 'ganon', '?', '.', 'mahirap', 'ba', 'talaga', 'yung', 'gusto', 'ko', '?']",1
1593,"['@Pepperfire', 'Hey', ',', 'Tuesday', 'morning', '...', 'happens']",1
1594,"['@jennet', 'Haha', '!', ""It'd"", 'kind', 'creepy', 'take', 'picture', 'little', 'girl', '.', ',', 'friends', 'already', 'think', ""I'm"", 'totally', 'creepy', '.']",1
1595,"['Holy', 'Shit', 'ran', 'rabbit']",1
1596,"['Everbody', 'great', 'weekend', '!', '!']",1
1597,"['@iemailjack', 'want', 'pleaseeee', 'anything', 'get']",1
1598,"['source', 'entertainment', 'left', '.']",1
1599,"['GO', 'PENGUINS', '!', '!', '!', 'BOOO', 'RED', 'WINGS', '!']",1
1600,"['@tboogie937', 'Thanx', 'Taking', 'Pics', '&', 'Bobby', 'V', 'Years', 'Back']",1
1601,"[""Baker's"", 'Square', '@awind3', '@makeithail', '.']",1
1602,"['@JessieeeS', 'agree', '!', 'mmm', 'good', ',', 'miss', 'eating', 'tho']",1
1603,"['Gotta', 'go', 'round', ""nan's"", 'bit', 'x']",1
1604,"['Deathnote', 'watch', '!']",1
1605,"['@mikecane', ""We've"", 'got', 'thunder', 'today', 'Puerto', 'Rico', '.', 'see', 'beach', 'balcony', ',', 'dark', 'heavy', 'rain', '.', 'sad', '.']",1
1606,"['@1capplegate', '!', '?', 'get', 'shut', '!', '?']",1
1607,"['way', 'home', 'six', 'flags', 'gurnee', 'mills', '...', 'soo', 'tired', ',', 'headache', ',', 'blah', '.', 'Text', 'pleaaasssee', '.', '@Audr3yyy', 'miss', 'youuu']",1
1608,"['Oncall', '(', 'usual', ')', 'expecting', 'trouble', ""I'm"", 'hiding', 'inside', 'productive', '.', 'lamp', 'broken']",1
1609,"['@mdotwrites', 'delish', '!', 'went', 'one', 'Montclair', '.', 'usually', 'takes', 'til', 'Sun', '.', 'get', 'stuff', 'together', 'get']",1
1610,"['@Marzi2808', 'Bless', 'yer', '.', '.']",1
1611,"['@GetBillG', 'get', '!', 'Thanks', 'introducing', 'theory', '.', ""I've"", 'got', 'bead', ',', 'perfect', '.']",1
1612,"['@miasmacloud', ':', 'got', 'done', 'SerenityRO', '.', 'advice', 'servers', '?']",1
1613,"['desperate', 'need', 'coffee', '.', 'Luckily', ""there's"", 'Caribou', 'vendor', 'right']",1
1614,"['@suikagirl1', 'Actually', ',', 'tumblr', 'page', 'rocks', ',', 'dont', 'see', 'FOLLOW', 'button']",1
1615,"['@ItsMrShowtime', 'miss', 'u', ':-/', 'mucho', ',', 'one', ',', 'well', 'u', 'know']",1
1616,"['@adrian792', 'bad', 'love', 'nightlife']",1
1617,"['@buhrayaaan', 'twitter', 'limit', '.', 'aaaaaah', '.', ""i'm"", 'upset', '.', ':|']",1
1618,"['Guitar', 'Hero', 'drum', 'kit', 'broke', 'Best', 'Buy', 'replaced', ',', 'questions', 'asked', '.', 'Gotta', 'love', '$', '14', 'insurance', '...']",1
1619,"['@nataschaartworx', 'Thanks']",1
1620,"['cooked', '1', 'alright', 'pancake', '2nd', 'mess']",1
1621,"['#randomness', 'WTF', 'happened', '2', 'krispy', ""kreme's"", 'philly', '..', ""they're"", 'gone']",1
1622,"['@KimKardashian', 'please', 'ruin', 'us', 'west', 'coast', '.', 'aired', 'yet', '.']",1
1623,"['@mfhorne', 'Thunder', 'brill', ',', 'unless', 'hits']",1
1624,"['Super', 'excited', '.', 'found', 'new', 'song', 'fall', 'love', 'yaaaaaaaay', '...']",1
1625,"['saw', 'Hannah', 'Montana', 'Movie']",1
1626,"['@turpentine2009', 'seen', 'seasons', ""Noah's"", 'Arc', 'show', '.', 'love', 'characters', ',', 'especially', 'Noah', 'wade', '.']",1
1627,['hot'],1
1628,"['would', 'agree', 'go', 'beach', 'first', 'place', 'knew', 'going', 'sleepover', 'aubrey', '?', 'really', 'wanted', 'u', 'go']",1
1629,"['@BillJacobs', 'Yes', ',', 'folks', 'follow', 'shell', 'quite', 'bit', '""', 'mkting', 'crap', '.', '""', 'Nice', 'see', '*', '*', 'become', 'real', 'peeps', 'Saturday']",1
1630,"['wifi', 'seems', 'much', 'reliable', 'plane', '.', 'power', 'however', 'battery', 'almost', 'dead', '.', 'land', 'soon', 'anyways', 'later', '!']",1
1631,"[""I'm"", 'going', 'snorkling', 'kayaking', 'really', 'bad', 'sunburn', '.', 'Last', 'day', 'puerto', 'rico', 'biaaatch', '.']",1
1632,"['going', 'wee', 'sunbed', ',', 'see', 'get', 'little', 'colour', 'ill', 'plane', 'way', 'New', 'York', 'time', 'next', 'week', 'x']",1
1633,"['Another', 'blah', 'day', 'feeling', 'like', 'complete', 'shit', '.', 'Oh', 'yay']",1
1634,"['@damienmulley', 'remembered', ',', 'initiated', 'like', '!']",1
1635,"['@aboutfashion', 'got', 'mail', 'RSVP']",1
1636,"['supposed', 'yucky', 'next', 'week', 'Cheers', '!']",1
1637,"['beautiful', 'day']",1
1638,"['U', 'know', 'life', 'sad', 'u', 'literally', 'stay', 'night', 'watching', 'Life', 'Derek', 'episodes', '!', 'like', 'show', 'okay', 'right', '?', '?', '?']",1
1639,"['exams', 'week', '..', 'woo']",1
1640,"['sigh', '.', 'want', 'quit', 'job', '.']",1
1641,"['job', 'offer', '.', 'cambridge', ',', 'IPAccess', ',', 'full', 'time', '...', 'makes', 'life', 'hard', 'take', 'one']",1
1642,"['Officially', 'trying', 'get', '""', 'Simmons', 'Money', '""', '!', '!', '!', '(', ""that's"", 'lot', 'money', ')']",1
1643,"['okay', '?', ""i'm"", 'waiting', 'message', 'get', 'well', 'soon', 'baby', 'muaaah']",1
1644,"['@rhyantweets', 'aww', 'fun', '!']",1
1645,"['Winning', 'everything', ',', 'effort', 'win', '..', 'Zig', 'Ziglar']",1
1646,"['@Mum_of_Six', 'oh', '!', 'quivering', 'bottom', 'lip', 'talking', 'much', 'sort', 'one']",1
1647,"['back', 'studying', 'male', 'female', 'reproductive', 'system']",1
1648,"['feel', 'run']",1
1649,"['n-n-nicky', '...', '-', 'n-n-nicky', ':', 'Iï', '¿', '½', 'seventeen', '2', 'weeks', '.', 'cool', 'didnï', '¿', '½', 'want', 'seem', 'nosey', 'lol', ',', '...', 'http://tumblr.com/xxq1whtib']",1
1650,"['@brandeelamb', 'Maybe', ""we'll"", 'morning', 'show', 'something', '.', 'always', 'wait', 'come', '.']",1
1651,"['@dougiemcfly', 'good', 'better', 'could', 'go', 'exploring']",1
1652,"['@FrozenTears', 'LOL', 'alright', 'logged', '!', '!', 'terribly', 'confused', 'agency', 'choose', 'u', 'ruined', 'plans', 'SP']",1
1653,"['@No_sugars_lewis', 'good', '.', 'Totally', 'lack', 'motivation']",1
1654,"['nice', 'working', 'got', 'go', '.', 'Oh', 'freelancer']",1
1655,"[""can't"", 'sleep', '?', '?', '?', 'get', '5', 'hours', 'know', ""I'll"", 'even', 'able', 'fall', 'asleep', '.']",1
1656,"['Circa', '1988', '1989', ',', ""I'll""]",1
1657,"['ipod', 'jumping', '?']",1
1658,"['@yunche', '@cherrellrene', 'awwww', ""I'm"", 'missing', 'TUMS', 'heard', 'full', 'effect', '!']",1
1659,"['@BellezaClasicax', '""', 'dime', 'que', 'quieres', 'papi', '""', 'lol', 'u', 'kno', 'damn', 'well', 'fair', 'u', 'seduce', 'someone', 'like', ',', 'u', 'cud', 'get', 'anything', 'u', 'wanted']",1
1660,"['@iamlittleboots', 'good', 'enough', 'likes', 'kylie', 'great', 'night', '!']",1
1661,"['@ccarrer', 'hate', 'IL', 'government', ',', ""i'm"", 'long', 'haul']",1
1662,"['@katfishh', 'sold']",1
1663,"['@twilighters', 'awesome', '!']",1
1664,"['@cococourtney', 'listening', 'sweets', 'first', 'time', 'forever', '!', 'miss', 'much', 'go', 'chi', 'town', 'visits', 'plz', '?']",1
1665,"['@katjacollier', 'JUNE', '18th', '!', 'get', 'back', 'CA', 'July', '1', ',', 'see', 'Also', ',', 'late', ""birthday's"", 'July', '15', '.']",1
1666,"['@mtarnoski', 'omg', 'thought']",1
1667,"['@donniewahlberg', 'way', '4', 'hour', 'parenting', '/', 'divorce', 'class', '.', 'could', 'use', 'hug', '!']",1
1668,"['@NOLAnotes', 'ohh', '...', 'like', 'bell', 'peppers']",1
1669,"['@Arizona_Abby', 'Thank', '.', 'check']",1
1670,"['@billingtonart', 'check', '.', 'got', 'spinning', 'around', '?', '?']",1
1671,"['@theVIPERroom', 'maybe', 'chill', 'awhile', '@', 'Viper', 'Room', 'good', 'place', '...', 'safe', '!', '.']",1
1672,"['@mileycyrus', 'good', 'luck', 'miley', 'hope', 'fund']",1
1673,"['@CurtisKern', ""Let's"", 'go', 'sometime', 'soon']",1
1674,"['Mm', ',', 'one', 'bombass', 'weekend', 'goodnight', 'tweeters', '!', '!']",1
1675,"['@beckiejonas', 'Hey', '!', ""I'm"", 'great', ',', '?', ""That's"", 'really', 'awesome', 'got', 'see', 'Taylor', 'play', 'London', '!']",1
1676,"['@jseattle', 'know', ',', 'know', 'much', '@iheartsea', 'anymore', '.', 'Sorry', 'scraper', '.', 'quality', 'content', '.', 'Looking', '.']",1
1677,"['chilling', '.']",1
1678,"['Eating', 'Trix', '...', 'Remember', '?', 'wish', 'mom', 'bought', 'lucky', 'charms', '.']",1
1679,"['wishes', 'could', 'go', 'manor', 'picnic', '...']",1
1680,"['@alyxheiser', 'ACA', 'good', 'propaganda', 'tho']",1
1681,"['dread', 'lonely']",1
1682,"['@adambc82', 'Hiya', 'mate', '.', 'Yeah', '.', 'distracted', 'things', 'late', 'back', 'ok', '?']",1
1683,"['found', 'dead', 'cat']",1
1684,"['suppose', 'go', 'work', '.']",1
1685,"['sooo', 'jealous', 'hills', 'girls']",1
1686,"['#BRINGBACKLIFE', 'Fans', '#TSCC', 'wanna', 'vote', 'shows', 'http://bit.ly/19Sitg', 'tubey', 'awards', '..', 'hard', 'time']",1
1687,"['@deltamat', 'know', 'mate', '!', 'wife', 'work', 'morning', 'alarm', 'woke', 'us']",1
1688,"['huge', 'burden', 'lifted', 'shoulders', '.', ""We'll"", 'see', 'happens']",1
1689,"['hanging', 'going', 'da', 'wit', 'gf', ';)']",1
1690,"['@sassela', 'miss', 'lady']",1
1691,"['Oldies', 'Mood']",1
1692,"['way', 'beach', 'jess']",1
1693,"['Follow', 'Friday', 'Reckless_Apples', 'poor', 'thing', 'aint', 'got', 'followers', 'beside']",1
1694,"['actually', 'dote', 'King', 'Oscar', 'kippers', ',', 'annoyed', 'see', 'ripping', 'King', 'Oscar', 'anchovies', '.', 'Kippers', 'breakfast', 'heavenly', '!']",1
1695,"['ohh', ',', 'school', 'today', 'booooring']",1
1696,"['@nickybyrneoffic', 'r', 'ya', 'plans', 'today', '?', 'enjoy', 'ur', 'day']",1
1697,"['CANNOT', 'GET', 'SLEEP', 'THINKIN', 'BOUT', 'COUPLE', 'THINGSSSS']",1
1698,"['*', 'giggles', '*', 'seeing', 'Joans', 'stalker', 'list', 'called', 'stalkeees', '?', 'anyhoo', 'see', 'Britters', 'one', '*', 'secrets', '*', ';)']",1
1699,"['Ugh', 'really', 'hot', 'today', 'already', 'even', 'noon', 'yet', 'want', 'ice', 'water', '!']",1
1700,"['Hellacious', 'thunderstorm', 'moving', 'overhead', '.', 'Time', 'shut', 'laptop', '&', 'think', 'dinner', '.', 'Back', 'later', ',', 'friends', '.', 'Tweet', 'responsibly', '!']",1
1701,"['Mookyeong', 'gone', 'lets', 'hang', 'americana', 'house', 'lot', '!', 'good', 'luck', 'irvine', ',', 'miss', 'wear', 'shirt', 'u', 'move', '!']",1
1702,"['pissed', ""I'm"", 'anything', 'tonight', '.', 'feel', 'good', ""kelsey's"", '.', 'defff', 'regret', 'saying', 'things', 'missses', 'sister', '!', '</3']",1
1703,"['@NewburyAS', 'looking', 'website', 'hopefully', 'join']",1
1704,"['agua', 'caliente', 'im', 'like', 'one', 'pumped', 'go', 'something']",1
1705,"['@officialnjonas', 'Hi', 'Nick', '...', 'Please', 'reply', '...', 'Please', 'Portugal', '!']",1
1706,"['return', 'school', 'gonna', 'take', 'shower', 'watch', 'alan', 'wake', 'trailer', 'again.IT', ""'"", 'SOO', 'COOL', '!', 'SPRING', '2010', 'COME', 'COME']",1
1707,"['@CateP36', 'gal', 'LOVE', '2', '#followfriday', 'cause', 'REAL', 'FOLK', ',', 'funny', '&', 'makes', 'laugh', '!']",1
1708,"['@stigblog', 'healthy', 'might', 'skinny', 'hot', '!']",1
1709,"['yay', 'long', 'weekend']",1
1710,"['allll', 'night', 'emptying', 'bodyy', '.', 'Musta', 'tacos', 'anther', 'boring', 'day', 'workkk']",1
1711,"['Im', 'feeling', 'exhausted', 'uncles', 'memorial', 'today', '!', 'cried', 'much', 'long', 'time']",1
1712,"['@lmdub19', 'Laurennnn', '!', '!', '!', 'fave', 'blogger', 'made', 'blogs', 'private', '!', '!', '!', 'turquoise', 'string', 'top', '.', 'DISTRAUGHT', '!']",1
1713,"['@ThePrincessH', '!', 'Oh', 'curse', 'crack', 'dawn', 'alarm', 'call', 'though']",1
1714,"['fuuuuuuUuuuck', 'yeah', '!', 'Owl', 'City', 'show', 'October', '9th', '!']",1
1715,"['reading', '""', 'New', 'Moon', '""']",1
1716,"['@joonian', 'jazz', '5', 'speed', '.']",1
1717,"[""I'm"", 'watching', 'Eternal', 'Sunshine', 'Spotless', 'Mind', 'right', 'one', 'away', '200', 'followers', '!', '-', '...', 'http://tumblr.com/xft1m71gr']",1
1718,['work'],1
1719,"['subscribed', 'Alchemy', 'twice', 'get', 'alpha', 'download', 'sent', 'eet', 'yet', 'Speak', 'devil', '~', '!', '(', 'careful', 'say', ')']",1
1720,"['feet', 'still', 'hurt', 'today']",1
1721,"['@rayvenn_nicolee', 'haha', '..', 'quite', 'good', 'Super', 'Ted', '!', '..', 'good', 'none', 'less', '!', 'haha', 'xx']",1
1722,"['left', 'Brooklyn', '.', 'Bumping', 'new', 'Sarah', 'White', '.', 'soundz', 'fly', 'Cuco', 'Ms', '.', 'Blanca', '.', 'Goodluck', 'en', 'Espana', '!', '!']",1
1723,"['@deepbluesealove', 'seems', 'working', '...', 'computer', 'sloooow', 'today']",1
1724,"['@trent_reznor', 'switched', 'love', 'hate', 'humanity', '.']",1
1725,"['Think', 'Conan', 'Great', 'Job', 'Tonight', '!']",1
1726,"['@jubiesparklez', 'fever', 'santacruzan', 'thing', 'tomorrow', 'evening']",1
1727,"['wish', 'someone', 'kiss', 'right', ',', 'want', 'one', 'kiss', ',', 'one', ',', 'ONE']",1
1728,"['Wrong', 'way', 'start', 'weekend', ':', 'missing', 'movie', '/', 'friends', 'due', 'unscheduled', 'oncall', 'work', ',', 'oncall', 'rest', 'weekend']",1
1729,"['sad', ':', ""Spain's"", 'blogging', 'granny', 'passed', 'Quï', '¿', '½', 'descansa', 'en', 'paz', '...', 'http://amis95.blogspot.com/']",1
1730,"['Arrived', 'office', '-', 'good', 'see', 'colleagues', '-', 'haz', 'mor', 'vacaton', '?']",1
1731,"['Genome', 'Chomsky', 'full', 'win', '.', ""I'm"", 'enjoying', 'psychobilly']",1
1732,"['wagon', '*', 'got', '*', '.', 'happy', 'daddy', '.']",1
1733,"['enough', 'time']",1
1734,"['wanted', 'something', ',', 'surrendered', ',', 'handed', 'platter', '...', 'like', 'always', 'going', 'mine', '.']",1
1735,"['@alitherunner', 'haha', ',', 'sorry', ',', 'past', 'bedtime']",1
1736,"['busy', 'day', 'office', ',', 'instead', 'trip', 'microsoft']",1
1737,"['Twitter', 'personal', 'dairy']",1
1738,"['@jamileh', 'Awww', ',', 'yeah', 'would', 'cool', 'finally', 'meet', 'ya', '.', ""I'll"", 'try', 'actually', 'go', 'OMGWTFBBQ', '!', '!', '?', ""I'm"", 'E3']",1
1739,"['hope', 'shopping', 'help', 'creative', 'process', '.']",1
1740,"['...', ""I'm"", 'tired', '.', 'Although', ',', 'work', 'morning', '.', 'Missed', '@mcfirstnamelast', '2nt', '!']",1
1741,"['Thanks', 'everyone', 'followed', 'us', 'last', 'weeks', ',', 'following', 'back', '^', 'P']",1
1742,"['hmm', ',', 'bought', 'app', 'sitting', ""dl'ing"", 'installing', '.', 'reset', 'didnt', 'anything', 'either', '.']",1
1743,"['Late', 'night', 'IHOP', '@EarlSkakel', ',', 'Gail', ',', 'Barris', 'others', '.', 'sang', 'Happy', 'Birthday', 'stranger', 'http://twitpic.com/68zek']",1
1744,['@KChenoweth'],1
1745,"['@dorayoung', 'thought', 'thing', 'got', 'confused', 'saturday', 'night', ',', 'boo', '.']",1
1746,"['@tommcfly', 'Make', '3', 'thousand', 'people', 'smile', ',', 'back', 'Curitiba', '-', 'Brazil']",1
1747,"['@skinnymarie', 'wear', 'one', 'right', ',', 'every', 'teeth', 'different', 'color', '.', 'want', 'braceless', 'though']",1
1748,"['@HartHanson', 'Aww', '!', 'rather', 'lovely', '!', 'fun', '&', 'enjoy', 'NYC', '!']",1
1749,"['@troytaylor86', 'thanks', 'baby', '!', 'bday', 'Wednesday', '!', '!', '!', 'Happy', 'Birthday', '!', '!', '!']",1
1750,"['@rizen1020', 'good', 'luck', 'tomorrow', '...', 'get', 'sleep', 'tonight']",1
1751,"['@Robintosh', 'kidding', '-', ""she'll"", 'entertaining']",1
1752,"['@McFlyAddict', 'send', '!', '!']",1
1753,"['enjoying', 'awesome', 'grandbaby', 'time', '.', ',', 'major', ',', 'major', 'LSAT', 'study', 'weekend', '.', 'test', 'going', '!']",1
1754,"['watched', 'ep', '5', 'smile', ',', 'ep', '6', 'going', 'sad']",1
1755,"['wanna', 'c', 'NBA', 'madness', '...', '^', '^', '...', '2', 'go', 'college']",1
1756,"[""I've"", 'reading', 'New', 'Moon', '-', 'Jacob', 'lot', 'cuter', ""mind's"", 'eye', 'pic', 'actor', 'saw', '.']",1
1757,"['Newquay', '47', 'days', '!']",1
1758,"['Tgif', 'ate', 'chicken', 'yummm', '..', 'One', 'hour', 'work', '..', 'Ugghhhh']",1
1759,"['@Terrises', 'oh', ',', 'indeed']",1
1760,"[',', 'long', 'weekend', '.', 'lil', 'sister', 'got', 'married', '.', 'spent', '2', 'days', 'resting', ""I'm"", 'wide', 'awake']",1
1761,"['@andrewspooner', 'polite', 'fools', '.', 'Must', 'old', 'age', 'making', 'less', 'accommodating']",1
1762,"['Awww', '!', '!', 'BGT', '.']",1
1763,"['@SherriEShepherd', 'Fortunately', ""we're"", 'still', 'awake', 'Australia', '.', 'great', 'day', '!', 'XOXO']",1
1764,"['Roger', 'Federer', ',', 'deserved', 'win', 'Congratulations', '!', '!']",1
1765,"['@RocsiRabbit', 'bring', 'breakfast', 'else', '(', 'pancakes', 'look', 'good', 'right', ')']",1
1766,"['Thanks', 'much', 'birthday', 'wishes', 'folks']",1
1767,"['thursday', 'far', 'away', '!', '!', 'lakers', 'till', '?']",1
1768,"['@p_puddleduck', 'thats', 'going']",1
1769,"['brb', 'guys', 'dinner', 'break', '!', 'far', 'Ive', 'made', '54', 'lucky', 'guys', 'cum', '..', 'bet', 'reach', '200', 'end', 'night', 'XO']",1
1770,"['excited', 'get', 'bling', 'mail', 'today', 'haha']",1
1771,"['@SylvieDog', 'btw', 'Sylvie', '-', 'look', 'cute', 'new', 'avatar']",1
1772,"['Haha', ',', 'remember', 'fell', 'stair', 'school', '.', 'Thanks', 'bad', 'case', 'vertigo']",1
1773,"['@calisummer', 'yes', '...', 'brought', 'computer', '...', 'along', 'stack', 'work', '!', '!']",1
1774,"['@jeangrae', 'oh', 'kno', '.', 'stupid', 'pocket', 'stud', '.', 'cut', 'finger', '.', 'bad', ',', 'guys']",1
1775,"['@tonitones', ""That's"", 'great', 'looking', 'blog', '.', 'Really', 'like', 'use', 'make', '?']",1
1776,"['Getting', 'ice', 'cream', 'matt']",1
1777,"['probly', 'going', '4', 'bit', 'cus', 'got', 'mega', 'cell', 'bill', 'probly', 'going', 'well', 'c', 'light', 'day', '4', 'bit']",1
1778,"['wow', 'im', 'watching', 'WWE', 'Raw', 'lame', 'haha', '!']",1
1779,"['church', 'battling', 'cold']",1
1780,"['-', '@littlecharva', '-', 'full', 'voice', 'control', 'making', 'want', 'iPhone', '3GS', ',', '02', 'charge', 'fortune', '3G', 'contract', 'til', 'April']",1
1781,"['@markpajackson', 'happens', 'telepathically', ',', ""can't"", 'help', '.', 'Lovely', 'see', '@esye']",1
1782,"['@Trachena', 'Thank', '4', 'FF', '!', 'Hope', 'blessed', 'day', 'today', '!', 'friends', 'Christ', '!']",1
1783,"['benadryl', ',', 'rain', ',', '27', 'hours', 'without', 'sleep', 'mix', 'nap', 'time', '!', '!', '!']",1
1784,"['@mickiep21', 'absolutely', 'gorgeous', '!', 'Apart', 'spiders', 'come', 'play', 'good', 'birthday', '?', 'Hugs', '.', 'Xxxx']",1
1785,"['@kirstysmac', ""I'm"", 'going', 'one', ',', 'hot', 'loads', 'wee', 'silly', 'jobs', 'getting', 'done']",1
1786,"['http://twitpic.com/4x082', '-', 'dog', ',', '?', 'guess', 'washed', '!']",1
1787,"['go', 'today', '.', 'want', 'lie', 'bed', 'read', '.', 'maybe', 'jacuzzy', 'party', 'tonight', 'friends']",1
1788,"['wish', 'cardboard', 'box', 'blanket', 'right', 'hate', 'seeing', 'abandoned', 'animals', 'middle', 'road']",1
1789,"['see', 'like', '...', 'EVER', 'Florida', '.', 'http://yfrog.com/0u7bqcj', 'kept', 'running', 'away', 'get', 'good', 'picture', '.']",1
1790,"['hey', 'hey', 'baby', 'never', 'late', '!']",1
1791,"['Making', 'sun', 'pop', 'mums', 'sit', 'garden', '.', 'Tomorrow', 'mayhem', 'begin', 'catching', '6', 'days', 'emails']",1
1792,"['Ok', 'hit', 'hay', '.', 'Thank']",1
1793,"['@fair_awesome', 'though']",1
1794,"['Wishing', 'made', 'coffee', 'morning', '.', 'one', 'stopping', 'dunkin', 'way', 'staff', 'mtgs', '?']",1
1795,"['@xbron', 'http://twitpic.com/41dbn', '-', ':', 'See', 'Dog', '..', 'Bella', '..', '?']",1
1796,"['@xxcristahhl', 'yes', 'need', 'saving', 'defintely', '!']",1
1797,"['@cyandle', 'thanks', '.', 'emotionally', 'exhausting', 'day', '.', 'Worst', 'part', ',', 'funerals', 'come', 'next', 'decade', '.']",1
1798,"['@KathiSP', '...', 'need', 'find', 'someone', 'come', 'cause', ""ticket's"", 'sold', 'tomorrow', '.', ""I'm"", 'sure', ""it'll"", 'sold', 'soon', '.']",1
1799,"['@jodiesays', 'hey', 'girl', 'hey']",1
1800,"['got', 'get', 'bit', 'B4', 'late', '!', '!', '...', 'tweet', 'folks', ',', 'c', 'ya', 'later', '!']",1
1801,"['would', 'love', 'spend', 'time', 'got', 'many', 'things', '...', '*', 'sing', '*']",1
1802,"['@MusicCeleb7', 'hah', 'lol', '.', 'oh', 'sounds', 'exciting', 'like', 'hour', 'half', 'science', 'test', 'think', ',', ""can't"", 'wait']",1
1803,"['tummy', 'kills', 'gucci', 'moe', 'ugh']",1
1804,"['691', 'updates']",1
1805,"['well', ',', 'crap', '.', 'One', 'fall', 'students', 'deployed', 'Iraq', 'drop', 'classes']",1
1806,"['upsets', '.', ""He's"", 'really', 'mad', 'time']",1
1807,"['BABY', 'SHOWER']",1
1808,"['Woke', 'sore', 'throat', ',', 'eeeeeeek']",1
1809,"['@cat_piano', 'YES', 'SPILL', '!', 'Fiona', ',', 'MUST', 'come', '!', 'Angus', 'making', 'wee', 'appearance', '.', 'would', 'pleasure', 'see', '!', 'xxx']",1
1810,"['@Child_Of_Alice', 'thanks', '.']",1
1811,"['takes', '1', 'minute', '20', 'seconds', 'laptop', 'fully', 'boot', 'load', 'desktop', '.']",1
